#     Energy       Flux            PL            PC          PL45
#         eV  ph/s/0.1%             -             -             -
2.76599e+04  3.484e+12  8.014614e-01  0.000000e+00  0.000000e+00
2.77598e+04  3.471e+12  8.017748e-01  0.000000e+00  0.000000e+00
2.78596e+04  3.457e+12  8.020862e-01  0.000000e+00  0.000000e+00
2.79595e+04  3.444e+12  8.023955e-01  0.000000e+00  0.000000e+00
2.80593e+04  3.431e+12  8.027028e-01  0.000000e+00  0.000000e+00
2.81592e+04  3.417e+12  8.030081e-01  0.000000e+00  0.000000e+00
2.82590e+04  3.404e+12  8.033114e-01  0.000000e+00  0.000000e+00
2.83589e+04  3.391e+12  8.036127e-01  0.000000e+00  0.000000e+00
2.84587e+04  3.377e+12  8.039120e-01  0.000000e+00  0.000000e+00
2.85586e+04  3.364e+12  8.042093e-01  0.000000e+00  0.000000e+00
2.86584e+04  3.351e+12  8.045047e-01  0.000000e+00  0.000000e+00
2.87583e+04  3.338e+12  8.047982e-01  0.000000e+00  0.000000e+00
2.88581e+04  3.325e+12  8.050897e-01  0.000000e+00  0.000000e+00
2.89580e+04  3.312e+12  8.053793e-01  0.000000e+00  0.000000e+00
2.90578e+04  3.299e+12  8.056670e-01  0.000000e+00  0.000000e+00
2.91577e+04  3.286e+12  8.059528e-01  0.000000e+00  0.000000e+00
2.92575e+04  3.273e+12  8.062367e-01  0.000000e+00  0.000000e+00
2.93574e+04  3.260e+12  8.065188e-01  0.000000e+00  0.000000e+00
2.94572e+04  3.247e+12  8.067991e-01  0.000000e+00  0.000000e+00
2.95571e+04  3.234e+12  8.070775e-01  0.000000e+00  0.000000e+00
2.96569e+04  3.221e+12  8.073540e-01  0.000000e+00  0.000000e+00
2.97568e+04  3.209e+12  8.076288e-01  0.000000e+00  0.000000e+00
2.98566e+04  3.196e+12  8.079018e-01  0.000000e+00  0.000000e+00
2.99565e+04  3.183e+12  8.081730e-01  0.000000e+00  0.000000e+00
3.00563e+04  3.171e+12  8.084424e-01  0.000000e+00  0.000000e+00
3.01562e+04  3.158e+12  8.087101e-01  0.000000e+00  0.000000e+00
3.02560e+04  3.146e+12  8.089760e-01  0.000000e+00  0.000000e+00
3.03559e+04  3.133e+12  8.092402e-01  0.000000e+00  0.000000e+00
3.04557e+04  3.121e+12  8.095026e-01  0.000000e+00  0.000000e+00
3.05556e+04  3.108e+12  8.097634e-01  0.000000e+00  0.000000e+00
3.06554e+04  3.096e+12  8.100225e-01  0.000000e+00  0.000000e+00
3.07553e+04  3.084e+12  8.102798e-01  0.000000e+00  0.000000e+00
3.08551e+04  3.071e+12  8.105355e-01  0.000000e+00  0.000000e+00
3.09550e+04  3.059e+12  8.107896e-01  0.000000e+00  0.000000e+00
3.10548e+04  3.047e+12  8.110420e-01  0.000000e+00  0.000000e+00
3.11547e+04  3.035e+12  8.112927e-01  0.000000e+00  0.000000e+00
3.12545e+04  3.023e+12  8.115419e-01  0.000000e+00  0.000000e+00
3.13544e+04  3.010e+12  8.117894e-01  0.000000e+00  0.000000e+00
3.14542e+04  2.998e+12  8.120354e-01  0.000000e+00  0.000000e+00
3.15541e+04  2.986e+12  8.122797e-01  0.000000e+00  0.000000e+00
3.16539e+04  2.974e+12  8.125215e-01  0.000000e+00  0.000000e+00
3.17538e+04  2.962e+12  8.127627e-01  0.000000e+00  0.000000e+00
3.18536e+04  2.951e+12  8.130023e-01  0.000000e+00  0.000000e+00
3.19535e+04  2.939e+12  8.132404e-01  0.000000e+00  0.000000e+00
3.20533e+04  2.927e+12  8.134769e-01  0.000000e+00  0.000000e+00
3.21532e+04  2.915e+12  8.137120e-01  0.000000e+00  0.000000e+00
3.22530e+04  2.903e+12  8.139455e-01  0.000000e+00  0.000000e+00
3.23529e+04  2.892e+12  8.141776e-01  0.000000e+00  0.000000e+00
3.24527e+04  2.880e+12  8.144081e-01  0.000000e+00  0.000000e+00
3.25526e+04  2.868e+12  8.146372e-01  0.000000e+00  0.000000e+00
3.26524e+04  2.857e+12  8.148648e-01  0.000000e+00  0.000000e+00
3.27523e+04  2.845e+12  8.150910e-01  0.000000e+00  0.000000e+00
3.28521e+04  2.834e+12  8.153157e-01  0.000000e+00  0.000000e+00
3.29520e+04  2.822e+12  8.155390e-01  0.000000e+00  0.000000e+00
3.30518e+04  2.811e+12  8.157609e-01  0.000000e+00  0.000000e+00
3.31517e+04  2.799e+12  8.159814e-01  0.000000e+00  0.000000e+00
3.32515e+04  2.788e+12  8.162005e-01  0.000000e+00  0.000000e+00
3.33514e+04  2.777e+12  8.164182e-01  0.000000e+00  0.000000e+00
3.34512e+04  2.766e+12  8.166346e-01  0.000000e+00  0.000000e+00
3.35511e+04  2.754e+12  8.168495e-01  0.000000e+00  0.000000e+00
3.36509e+04  2.743e+12  8.170631e-01  0.000000e+00  0.000000e+00
3.37508e+04  2.732e+12  8.172754e-01  0.000000e+00  0.000000e+00
