#APU18, K = 1.922968
#Energy[eV]	Flux[ph/s/eV/100mA] 
5450.00	2.709915E+10 
5460.00	2.621009E+10 
5470.00	2.538096E+10 
5480.00	2.460007E+10 
5490.00	2.387080E+10 
5500.00	2.318693E+10 
5510.00	2.254327E+10 
5520.00	2.194036E+10 
5530.00	2.136922E+10 
5540.00	2.083309E+10 
5550.00	2.033017E+10 
5560.00	1.986008E+10 
5570.00	1.941167E+10 
5580.00	1.899159E+10 
5590.00	1.859798E+10 
5600.00	1.822554E+10 
5610.00	1.787235E+10 
5620.00	1.754793E+10 
5630.00	1.723897E+10 
5640.00	1.694862E+10 
5650.00	1.667893E+10 
5660.00	1.642181E+10 
5670.00	1.618547E+10 
5680.00	1.596246E+10 
5690.00	1.575524E+10 
5700.00	1.556494E+10 
5710.00	1.538749E+10 
5720.00	1.522812E+10 
5730.00	1.507638E+10 
5740.00	1.494116E+10 
5750.00	1.481662E+10 
5760.00	1.470356E+10 
5770.00	1.460646E+10 
5780.00	1.452180E+10 
5790.00	1.444411E+10 
5800.00	1.437358E+10 
5810.00	1.432833E+10 
5820.00	1.428333E+10 
5830.00	1.424986E+10 
5840.00	1.423805E+10 
5850.00	1.422742E+10 
5860.00	1.423287E+10 
5870.00	1.425372E+10 
5880.00	1.428189E+10 
5890.00	1.432624E+10 
5900.00	1.438266E+10 
5910.00	1.445046E+10 
5920.00	1.453094E+10 
5930.00	1.462781E+10 
5940.00	1.473772E+10 
5950.00	1.486497E+10 
5960.00	1.500867E+10 
5970.00	1.516666E+10 
5980.00	1.534271E+10 
5990.00	1.553783E+10 
6000.00	1.575011E+10 
6010.00	1.598428E+10 
6020.00	1.624462E+10 
6030.00	1.652549E+10 
6040.00	1.683537E+10 
6050.00	1.716984E+10 
6060.00	1.754576E+10 
6070.00	1.796207E+10 
6080.00	1.842025E+10 
6090.00	1.893167E+10 
6100.00	1.950676E+10 
6110.00	2.015691E+10 
6120.00	2.089396E+10 
6130.00	2.175401E+10 
6140.00	2.276033E+10 
6150.00	2.396074E+10 
6160.00	2.542562E+10 
6170.00	2.723272E+10 
6180.00	2.951213E+10 
6190.00	3.243313E+10 
6200.00	3.623376E+10 
6210.00	4.120699E+10 
6220.00	4.772566E+10 
6230.00	5.628433E+10 
6240.00	6.747458E+10 
6250.00	8.208245E+10 
6260.00	1.011340E+11 
6270.00	1.260179E+11 
6280.00	1.586075E+11 
6290.00	2.014586E+11 
6300.00	2.580156E+11 
6310.00	3.327101E+11 
6320.00	4.309474E+11 
6330.00	5.588444E+11 
6340.00	7.231914E+11 
6350.00	9.318858E+11 
6360.00	1.195077E+12 
6370.00	1.526770E+12 
6380.00	1.945751E+12 
6390.00	2.474627E+12 
6400.00	3.136946E+12 
6410.00	3.955025E+12 
6420.00	4.952360E+12 
6430.00	6.159640E+12 
6440.00	7.616399E+12 
6450.00	9.362750E+12 
6460.00	1.143060E+13 
6470.00	1.384683E+13 
6480.00	1.663907E+13 
6490.00	1.982734E+13 
6500.00	2.341193E+13 
6510.00	2.737058E+13 
6520.00	3.165281E+13 
6530.00	3.616690E+13 
6540.00	4.076590E+13 
6550.00	4.522597E+13 
6560.00	4.920981E+13 
6570.00	5.224330E+13 
6580.00	5.382092E+13 
6590.00	5.367151E+13 
6600.00	5.186316E+13 
6610.00	4.855484E+13 
6620.00	4.376727E+13 
6630.00	3.741076E+13 
6640.00	2.943393E+13 
6650.00	2.016510E+13 
6660.00	1.103831E+13 
6670.00	4.443886E+12 
6680.00	1.360854E+12 
6690.00	4.584170E+11 
6700.00	2.569228E+11 
6710.00	1.910121E+11 
6720.00	1.534422E+11 
6730.00	1.274799E+11 
6740.00	1.083137E+11 
6750.00	9.358948E+10 
6760.00	8.195791E+10 
6770.00	7.255783E+10 
6780.00	6.482736E+10 
6790.00	5.838204E+10 
6800.00	5.293404E+10 
6810.00	4.828551E+10 
6820.00	4.428443E+10 
6830.00	4.080332E+10 
6840.00	3.776457E+10 
6850.00	3.508891E+10 
6860.00	3.271964E+10 
6870.00	3.061394E+10 
6880.00	2.873454E+10 
6890.00	2.704447E+10 
6900.00	2.551979E+10 
6910.00	2.414010E+10 
6920.00	2.288977E+10 
6930.00	2.175899E+10 
6940.00	2.071865E+10 
6950.00	1.976752E+10 
6960.00	1.890614E+10 
6970.00	1.810423E+10 
6980.00	1.736894E+10 
6990.00	1.669036E+10 
7000.00	1.606313E+10 
7010.00	1.548183E+10 
7020.00	1.494299E+10 
7030.00	1.444325E+10 
7040.00	1.397768E+10 
7050.00	1.354491E+10 
7060.00	1.314197E+10 
7070.00	1.276672E+10 
7080.00	1.241508E+10 
7090.00	1.208893E+10 
7100.00	1.178212E+10 
7110.00	1.149435E+10 
7120.00	1.122647E+10 
7130.00	1.097601E+10 
7140.00	1.073951E+10 
7150.00	1.052173E+10 
7160.00	1.031545E+10 
7170.00	1.012150E+10 
7180.00	9.943749E+09 
7190.00	9.774635E+09 
7200.00	9.617126E+09 
7210.00	9.471285E+09 
7220.00	9.336286E+09 
7230.00	9.208729E+09 
7240.00	9.092925E+09 
7250.00	8.981531E+09 
7260.00	8.882071E+09 
7270.00	8.788551E+09 
7280.00	8.703368E+09 
7290.00	8.624348E+09 
7300.00	8.551229E+09 
7310.00	8.490607E+09 
7320.00	8.433390E+09 
7330.00	8.378245E+09 
7340.00	8.337281E+09 
7350.00	8.297936E+09 
7360.00	8.266670E+09 
7370.00	8.239489E+09 
7380.00	8.219042E+09 
7390.00	8.205704E+09 
7400.00	8.197060E+09 
7410.00	8.194548E+09 
7420.00	8.197467E+09 
7430.00	8.205651E+09 
7440.00	8.222201E+09 
7450.00	8.241450E+09 
7460.00	8.269915E+09 
7470.00	8.301770E+09 
7480.00	8.341237E+09 
7490.00	8.384892E+09 
7500.00	8.436459E+09 
7510.00	8.495349E+09 
7520.00	8.563088E+09 
7530.00	8.641277E+09 
7540.00	8.731842E+09 
7550.00	8.837957E+09 
7560.00	8.965008E+09 
7570.00	9.112088E+09 
7580.00	9.284761E+09 
7590.00	9.483827E+09 
7600.00	9.722128E+09 
7610.00	1.000258E+10 
7620.00	1.034197E+10 
7630.00	1.073746E+10 
7640.00	1.119463E+10 
7650.00	1.172656E+10 
7660.00	1.234808E+10 
7670.00	1.308722E+10 
7680.00	1.397509E+10 
7690.00	1.504158E+10 
7700.00	1.633115E+10 
7710.00	1.789346E+10 
7720.00	1.979935E+10 
7730.00	2.212562E+10 
7740.00	2.496891E+10 
7750.00	2.844303E+10 
7760.00	3.267545E+10 
7770.00	3.780067E+10 
7780.00	4.397472E+10 
7790.00	5.135645E+10 
7800.00	6.012669E+10 
7810.00	7.048701E+10 
7820.00	8.266864E+10 
7830.00	9.695262E+10 
7840.00	1.136694E+11 
7850.00	1.332113E+11 
7860.00	1.560391E+11 
7870.00	1.826866E+11 
7880.00	2.137344E+11 
7890.00	2.497649E+11 
7900.00	2.912922E+11 
7910.00	3.386703E+11 
7920.00	3.920542E+11 
7930.00	4.514078E+11 
7940.00	5.165825E+11 
7950.00	5.873904E+11 
7960.00	6.636866E+11 
7970.00	7.452953E+11 
7980.00	8.318254E+11 
7990.00	9.223890E+11 
8000.00	1.015325E+12 
8010.00	1.108158E+12 
8020.00	1.197805E+12 
8030.00	1.280944E+12 
8040.00	1.354290E+12 
8050.00	1.414645E+12 
8060.00	1.458863E+12 
8070.00	1.484091E+12 
8080.00	1.488478E+12 
8090.00	1.472312E+12 
8100.00	1.439369E+12 
8110.00	1.398575E+12 
8120.00	1.366285E+12 
8130.00	1.369515E+12 
8140.00	1.450496E+12 
8150.00	1.673426E+12 
8160.00	2.135525E+12 
8170.00	2.987262E+12 
8180.00	4.469516E+12 
8190.00	6.957937E+12 
8200.00	1.092247E+13 
8210.00	1.662608E+13 
8220.00	2.363396E+13 
8230.00	3.077365E+13 
8240.00	3.695958E+13 
8250.00	4.203052E+13 
8260.00	4.660718E+13 
8270.00	5.138905E+13 
8280.00	5.677635E+13 
8290.00	6.283119E+13 
8300.00	6.891726E+13 
8310.00	7.238163E+13 
8320.00	6.780953E+13 
8330.00	5.166303E+13 
8340.00	2.953606E+13 
8350.00	1.216650E+13 
8360.00	3.756847E+12 
8370.00	1.105540E+12 
8380.00	4.774832E+11 
8390.00	3.096016E+11 
8400.00	2.339025E+11 
8410.00	1.864567E+11 
8420.00	1.532567E+11 
8430.00	1.287841E+11 
8440.00	1.100925E+11 
8450.00	9.542748E+10 
8460.00	8.367618E+10 
8470.00	7.409326E+10 
8480.00	6.616213E+10 
8490.00	5.951309E+10 
8500.00	5.388231E+10 
8510.00	4.906479E+10 
8520.00	4.491280E+10 
8530.00	4.130282E+10 
8540.00	3.814712E+10 
8550.00	3.536707E+10 
8560.00	3.291016E+10 
8570.00	3.072612E+10 
8580.00	2.877447E+10 
8590.00	2.702522E+10 
8600.00	2.545064E+10 
8610.00	2.402975E+10 
8620.00	2.273789E+10 
8630.00	2.156558E+10 
8640.00	2.049493E+10 
8650.00	1.952033E+10 
8660.00	1.862644E+10 
8670.00	1.780531E+10 
8680.00	1.705127E+10 
8690.00	1.635388E+10 
8700.00	1.571236E+10 
8710.00	1.511708E+10 
8720.00	1.456728E+10 
8730.00	1.405665E+10 
8740.00	1.358388E+10 
8750.00	1.314355E+10 
8760.00	1.273390E+10 
8770.00	1.235184E+10 
8780.00	1.199619E+10 
8790.00	1.166464E+10 
8800.00	1.135445E+10 
8810.00	1.106663E+10 
8820.00	1.079670E+10 
8830.00	1.054256E+10 
8840.00	1.030782E+10 
8850.00	1.008780E+10 
8860.00	9.881685E+09 
8870.00	9.690089E+09 
8880.00	9.509784E+09 
8890.00	9.344101E+09 
8900.00	9.189066E+09 
8910.00	9.043554E+09 
8920.00	8.910825E+09 
8930.00	8.785661E+09 
8940.00	8.668178E+09 
8950.00	8.563650E+09 
8960.00	8.467435E+09 
8970.00	8.378533E+09 
8980.00	8.297056E+09 
8990.00	8.221593E+09 
9000.00	8.157256E+09 
9010.00	8.099710E+09 
9020.00	8.049852E+09 
9030.00	8.008851E+09 
9040.00	7.974695E+09 
9050.00	7.952408E+09 
9060.00	7.938974E+09 
9070.00	7.938527E+09 
9080.00	7.947924E+09 
9090.00	7.971135E+09 
9100.00	8.006247E+09 
9110.00	8.055427E+09 
9120.00	8.121155E+09 
9130.00	8.204167E+09 
9140.00	8.310900E+09 
9150.00	8.436601E+09 
9160.00	8.581476E+09 
9170.00	8.740358E+09 
9180.00	8.917573E+09 
9190.00	9.112574E+09 
9200.00	9.334199E+09 
9210.00	9.582298E+09 
9220.00	9.860762E+09 
9230.00	1.017027E+10 
9240.00	1.051685E+10 
9250.00	1.090369E+10 
9260.00	1.132776E+10 
9270.00	1.179838E+10 
9280.00	1.231397E+10 
9290.00	1.287607E+10 
9300.00	1.348509E+10 
9310.00	1.414437E+10 
9320.00	1.484245E+10 
9330.00	1.558231E+10 
9340.00	1.635288E+10 
9350.00	1.715074E+10 
9360.00	1.796185E+10 
9370.00	1.877629E+10 
9380.00	1.958249E+10 
9390.00	2.036988E+10 
9400.00	2.112733E+10 
9410.00	2.184654E+10 
9420.00	2.252500E+10 
9430.00	2.316236E+10 
9440.00	2.377329E+10 
9450.00	2.437863E+10 
9460.00	2.503018E+10 
9470.00	2.580528E+10 
9480.00	2.681281E+10 
9490.00	2.821513E+10 
9500.00	3.024184E+10 
9510.00	3.319678E+10 
9520.00	3.748297E+10 
9530.00	4.364153E+10 
9540.00	5.239545E+10 
9550.00	6.470155E+10 
9560.00	8.182451E+10 
9570.00	1.053725E+11 
9580.00	1.373489E+11 
9590.00	1.801446E+11 
9600.00	2.365553E+11 
9610.00	3.098284E+11 
9620.00	4.038034E+11 
9630.00	5.231618E+11 
9640.00	6.736857E+11 
9650.00	8.623935E+11 
9660.00	1.097413E+12 
9670.00	1.387705E+12 
9680.00	1.742850E+12 
9690.00	2.173207E+12 
9700.00	2.690343E+12 
9710.00	3.307269E+12 
9720.00	4.038029E+12 
9730.00	4.896834E+12 
9740.00	5.897384E+12 
9750.00	7.052544E+12 
9760.00	8.373913E+12 
9770.00	9.870726E+12 
9780.00	1.154821E+13 
9790.00	1.340573E+13 
9800.00	1.543457E+13 
9810.00	1.761466E+13 
9820.00	1.990984E+13 
9830.00	2.226131E+13 
9840.00	2.458103E+13 
9850.00	2.675119E+13 
9860.00	2.863973E+13 
9870.00	3.013319E+13 
9880.00	3.116916E+13 
9890.00	3.174062E+13 
9900.00	3.186608E+13 
9910.00	3.155079E+13 
9920.00	3.076646E+13 
9930.00	2.945394E+13 
9940.00	2.753591E+13 
9950.00	2.493165E+13 
9960.00	2.158266E+13 
9970.00	1.751788E+13 
9980.00	1.297499E+13 
9990.00	8.490516E+12 
10000.00	4.760336E+12 
10010.00	2.251060E+12 
