#Energy[eV]	Flux[ph/s/0.1%bw/100mA] 
8300.00	8.249843E+10 
8310.00	8.214609E+10 
8320.00	8.183216E+10 
8330.00	8.155845E+10 
8340.00	8.131814E+10 
8350.00	8.107509E+10 
8360.00	8.089679E+10 
8370.00	8.075437E+10 
8380.00	8.061019E+10 
8390.00	8.051315E+10 
8400.00	8.044723E+10 
8410.00	8.044782E+10 
8420.00	8.043972E+10 
8430.00	8.047147E+10 
8440.00	8.054468E+10 
8450.00	8.064034E+10 
8460.00	8.077882E+10 
8470.00	8.093766E+10 
8480.00	8.113769E+10 
8490.00	8.137549E+10 
8500.00	8.164601E+10 
8510.00	8.195468E+10 
8520.00	8.230217E+10 
8530.00	8.267966E+10 
8540.00	8.311436E+10 
8550.00	8.356187E+10 
8560.00	8.407060E+10 
8570.00	8.460999E+10 
8580.00	8.520574E+10 
8590.00	8.584556E+10 
8600.00	8.651842E+10 
8610.00	8.725447E+10 
8620.00	8.803667E+10 
8630.00	8.887344E+10 
8640.00	8.975873E+10 
8650.00	9.070851E+10 
8660.00	9.171696E+10 
8670.00	9.279750E+10 
8680.00	9.394966E+10 
8690.00	9.517123E+10 
8700.00	9.647727E+10 
8710.00	9.785688E+10 
8720.00	9.934085E+10 
8730.00	1.009382E+11 
8740.00	1.026248E+11 
8750.00	1.044582E+11 
8760.00	1.064183E+11 
8770.00	1.085282E+11 
8780.00	1.108292E+11 
8790.00	1.133354E+11 
8800.00	1.160542E+11 
8810.00	1.190453E+11 
8820.00	1.223575E+11 
8830.00	1.260414E+11 
8840.00	1.301465E+11 
8850.00	1.347746E+11 
8860.00	1.400204E+11 
8870.00	1.460227E+11 
8880.00	1.529084E+11 
8890.00	1.608470E+11 
8900.00	1.700495E+11 
8910.00	1.807475E+11 
8920.00	1.932122E+11 
8930.00	2.077604E+11 
8940.00	2.247694E+11 
8950.00	2.446401E+11 
8960.00	2.679242E+11 
8970.00	2.952021E+11 
8980.00	3.272043E+11 
8990.00	3.648598E+11 
9000.00	4.092054E+11 
9010.00	4.615543E+11 
9020.00	5.234869E+11 
9030.00	5.969227E+11 
9040.00	6.841388E+11 
9050.00	7.878513E+11 
9060.00	9.111283E+11 
9070.00	1.057481E+12 
9080.00	1.230654E+12 
9090.00	1.434737E+12 
9100.00	1.674073E+12 
9110.00	1.953460E+12 
9120.00	2.278206E+12 
9130.00	2.654627E+12 
9140.00	3.090387E+12 
9150.00	3.594868E+12 
9160.00	4.179532E+12 
9170.00	4.857740E+12 
9180.00	5.644534E+12 
9190.00	6.555981E+12 
9200.00	7.607978E+12 
9210.00	8.815913E+12 
9220.00	1.019486E+13 
9230.00	1.176081E+13 
9240.00	1.353260E+13 
9250.00	1.553348E+13 
9260.00	1.779126E+13 
9270.00	2.033623E+13 
9280.00	2.319766E+13 
9290.00	2.640094E+13 
9300.00	2.996749E+13 
9310.00	3.391733E+13 
9320.00	3.827238E+13 
9330.00	4.305630E+13 
9340.00	4.829067E+13 
9350.00	5.398972E+13 
9360.00	6.015831E+13 
9370.00	6.679244E+13 
9380.00	7.387981E+13 
9390.00	8.139720E+13 
9400.00	8.930597E+13 
9410.00	9.754870E+13 
9420.00	1.060459E+14 
9430.00	1.146923E+14 
9440.00	1.233500E+14 
9450.00	1.318403E+14 
9460.00	1.399302E+14 
9470.00	1.473198E+14 
9480.00	1.536425E+14 
9490.00	1.585042E+14 
9500.00	1.615714E+14 
9510.00	1.626686E+14 
9520.00	1.618084E+14 
9530.00	1.591203E+14 
9540.00	1.547330E+14 
9550.00	1.486977E+14 
9560.00	1.409812E+14 
9570.00	1.315005E+14 
9580.00	1.201602E+14 
9590.00	1.068846E+14 
9600.00	9.168071E+13 
9610.00	7.471537E+13 
9620.00	5.668131E+13 
9630.00	3.905120E+13 
9640.00	2.391781E+13 
9650.00	1.299631E+13 
9660.00	6.549450E+12 
9670.00	3.428718E+12 
9680.00	2.114011E+12 
9690.00	1.553135E+12 
9700.00	1.262080E+12 
9710.00	1.073231E+12 
9720.00	9.342506E+11 
9730.00	8.024504E+11 
9740.00	7.151386E+11 
9750.00	6.432546E+11 
9760.00	5.830275E+11 
9770.00	5.318952E+11 
9780.00	4.879735E+11 
9790.00	4.498947E+11 
9800.00	4.165803E+11 
9810.00	3.872460E+11 
9820.00	3.612397E+11 
9830.00	3.380604E+11 
9840.00	3.172902E+11 
9850.00	2.985946E+11 
9860.00	2.816982E+11 
9870.00	2.663523E+11 
9880.00	2.523926E+11 
9890.00	2.396308E+11 
9900.00	2.279549E+11 
9910.00	2.172176E+11 
9920.00	2.073229E+11 
9930.00	1.981909E+11 
9940.00	1.897465E+11 
9950.00	1.818966E+11 
9960.00	1.746103E+11 
9970.00	1.678361E+11 
9980.00	1.615094E+11 
9990.00	1.556261E+11 
10000.00	1.500910E+11 
10010.00	1.449191E+11 
10020.00	1.400557E+11 
10030.00	1.355037E+11 
10040.00	1.312072E+11 
10050.00	1.271755E+11 
10060.00	1.233747E+11 
10070.00	1.197889E+11 
10080.00	1.163923E+11 
10090.00	1.131882E+11 
10100.00	1.101526E+11 
10110.00	1.072808E+11 
10120.00	1.045562E+11 
10130.00	1.019742E+11 
10140.00	9.952662E+10 
10150.00	9.719874E+10 
10160.00	9.498469E+10 
10170.00	9.287962E+10 
10180.00	9.087867E+10 
10190.00	8.898089E+10 
10200.00	8.715558E+10 
10210.00	8.543206E+10 
10220.00	8.377923E+10 
10230.00	8.221454E+10 
10240.00	8.071075E+10 
10250.00	7.928239E+10 
10260.00	7.792416E+10 
10270.00	7.661415E+10 
10280.00	7.537081E+10 
10290.00	7.418794E+10 
10300.00	7.305097E+10 
10310.00	7.196962E+10 
10320.00	7.093649E+10 
10330.00	6.994579E+10 
10340.00	6.899956E+10 
10350.00	6.810712E+10 
10360.00	6.724156E+10 
10370.00	6.642405E+10 
10380.00	6.564198E+10 
10390.00	6.489108E+10 
10400.00	6.417851E+10 
10410.00	6.349843E+10 
10420.00	6.285600E+10 
10430.00	6.224815E+10 
10440.00	6.166394E+10 
10450.00	6.110404E+10 
10460.00	6.058393E+10 
10470.00	6.008132E+10 
10480.00	5.959995E+10 
10490.00	5.916126E+10 
10500.00	5.873474E+10 
10510.00	5.833961E+10 
10520.00	5.797702E+10 
10530.00	5.762644E+10 
10540.00	5.729962E+10 
10550.00	5.699423E+10 
10560.00	5.671952E+10 
10570.00	5.646143E+10 
10580.00	5.622274E+10 
10590.00	5.600442E+10 
10600.00	5.580418E+10 
10610.00	5.563166E+10 
10620.00	5.548226E+10 
10630.00	5.533989E+10 
10640.00	5.522752E+10 
10650.00	5.513197E+10 
10660.00	5.505721E+10 
10670.00	5.499393E+10 
10680.00	5.495506E+10 
10690.00	5.493862E+10 
10700.00	5.493726E+10 
10710.00	5.495464E+10 
10720.00	5.499624E+10 
10730.00	5.505609E+10 
10740.00	5.513831E+10 
10750.00	5.524931E+10 
10760.00	5.538132E+10 
10770.00	5.554564E+10 
10780.00	5.574369E+10 
10790.00	5.597052E+10 
10800.00	5.622451E+10 
10810.00	5.651735E+10 
10820.00	5.684797E+10 
10830.00	5.722531E+10 
10840.00	5.765023E+10 
10850.00	5.811678E+10 
10860.00	5.864355E+10 
10870.00	5.922533E+10 
10880.00	5.988719E+10 
10890.00	6.061873E+10 
10900.00	6.144065E+10 
10910.00	6.234419E+10 
10920.00	6.332940E+10 
10930.00	6.440996E+10 
10940.00	6.558868E+10 
10950.00	6.690090E+10 
10960.00	6.834711E+10 
10970.00	6.996688E+10 
10980.00	7.176506E+10 
10990.00	7.379326E+10 
11000.00	7.603320E+10 
11010.00	7.855727E+10 
11020.00	8.139306E+10 
11030.00	8.456958E+10 
11040.00	8.815169E+10 
11050.00	9.219520E+10 
